0,1,2,3
76,75,91,-91.0
76,75,123,-91.0
76,75,141,-91.0
77,46,127,-91.0
77,49,91,-91.0
77,26,118,-91.0
78,35,105,-91.0
78,81,129,-91.0
78,54,93,-91.0
78,71,139,-91.0
78,73,139,-91.0
1,81,114,-91.0
1,39,139,-91.0
1,41,134,-91.0
1,6,118,-91.0
1,25,126,-91.0
84,81,118,-91.0
84,77,141,-91.0
2,7,110,-91.0
2,9,116,-91.0
85,49,136,-91.0
85,54,136,-91.0
85,63,95,-91.0
86,35,94,-91.0
86,63,107,-91.0
86,65,136,-91.0
30,26,97,-91.0
30,3,103,-91.0
30,3,140,-91.0
30,4,116,-91.0
31,10,101,-91.0
33,35,113,-91.0
33,50,120,-91.0
33,6,118,-91.0
33,20,118,-91.0
33,61,115,-91.0
33,0,92,-91.0
33,0,139,-91.0
10,46,127,-91.0
10,8,116,-91.0
10,82,97,-91.0
10,77,132,-91.0
10,84,128,-91.0
34,35,118,-90.0
34,6,132,-90.0
34,54,140,-90.0
35,70,95,-90.0
35,70,125,-90.0
36,25,93,-90.0
81,71,90,-90.0
81,0,104,-90.0
37,70,111,-90.0
37,71,129,-90.0
39,35,123,-90.0
39,54,97,-90.0
39,57,137,-90.0
39,65,97,-90.0
39,66,128,-90.0
39,84,87,-90.0
39,84,120,-90.0
40,35,96,-90.0
40,82,97,-90.0
40,28,97,-90.0
40,77,110,-90.0
41,63,122,-90.0
42,46,140,-90.0
42,28,95,-90.0
42,0,131,-90.0
43,6,104,-90.0
43,6,109,-90.0
5,35,96,-90.0
5,81,114,-90.0
5,40,113,-90.0
5,41,106,-90.0
5,57,96,-90.0
5,57,98,-90.0
5,0,133,-90.0
12,19,133,-90.0
12,4,118,-90.0
45,58,132,-90.0
46,19,107,-90.0
46,0,123,-90.0
14,38,122,-90.0
47,46,114,-90.0
47,54,107,-90.0
47,8,114,-90.0
47,0,105,-90.0
48,81,117,-90.0
48,19,118,-90.0
48,54,96,-90.0
48,57,91,-90.0
48,63,110,-90.0
48,0,106,-90.0
15,35,118,-90.0
50,57,91,-90.0
50,85,126,-90.0
16,39,118,-90.0
17,35,95,-90.0
17,35,96,-90.0
17,25,103,-90.0
17,25,125,-90.0
17,8,99,-90.0
17,0,101,-90.0
51,60,118,-90.0
18,54,125,-90.0
18,0,108,-90.0
18,4,98,-90.0
7,11,136,-90.0
7,45,138,-90.0
20,35,123,-90.0
20,46,92,-90.0
20,61,89,-90.0
21,64,90,-90.0
21,31,118,-90.0
54,49,118,-90.0
55,35,109,-90.0
55,28,107,-90.0
22,49,114,-90.0
56,4,114,-90.0
24,48,118,-90.0
24,6,95,-90.0
24,25,88,-90.0
24,25,141,-90.0
24,3,92,-90.0
25,37,134,-90.0
25,19,101,-90.0
57,43,96,-90.0
57,49,103,-90.0
57,49,137,-90.0
57,25,112,-90.0
57,8,103,-90.0
57,28,100,-90.0
57,83,115,-90.0
59,25,105,-90.0
59,3,105,-90.0
60,37,91,-90.0
60,37,118,-90.0
60,49,133,-90.0
60,57,87,-90.0
60,57,106,-90.0
60,57,126,-90.0
60,28,132,-90.0
60,63,105,-90.0
61,81,130,-90.0
61,81,141,-90.0
61,41,118,-90.0
61,83,124,-90.0
61,71,116,-90.0
27,35,131,-90.0
27,81,87,-90.0
82,54,118,-90.0
28,70,108,-90.0
28,70,140,-90.0
62,25,129,-90.0
62,26,136,-90.0
63,75,117,-90.0
65,37,122,-90.0
65,48,118,-90.0
65,54,100,-90.0
65,83,117,-90.0
66,46,97,-90.0
66,83,115,-90.0
66,77,115,-90.0
67,68,123,-90.0
29,44,119,-90.0
29,64,88,-90.0
29,32,110,-90.0
69,49,101,-90.0
69,54,96,-90.0
69,82,113,-90.0
69,84,132,-90.0
83,37,97,-90.0
83,46,124,-90.0
83,57,126,-90.0
83,70,119,-90.0
83,84,103,-90.0
72,54,134,-90.0
72,70,124,-90.0
72,75,135,-90.0
73,34,105,-90.0
73,60,110,-90.0
73,77,124,-90.0
73,77,125,-90.0
74,37,107,-90.0
74,73,129,-90.0
0,74,112,-90.0
75,54,135,-90.0
75,8,89,-90.0
75,70,124,-90.0
75,70,132,-90.0
75,71,96,-90.0
76,57,106,-90.0
76,60,124,-90.0
76,26,116,-90.0
76,70,98,-90.0
76,70,118,-90.0
76,70,119,-90.0
77,35,89,-90.0
77,43,136,-90.0
77,54,137,-90.0
77,25,133,-90.0
77,71,96,-90.0
77,3,119,-90.0
78,48,132,-90.0
78,8,113,-90.0
78,66,117,-90.0
78,73,132,-90.0
78,75,117,-90.0
78,76,90,-90.0
78,85,97,-90.0
1,25,131,-90.0
84,37,91,-90.0
84,26,100,-90.0
84,63,117,-90.0
85,28,141,-90.0
85,63,111,-90.0
85,83,95,-90.0
86,26,99,-90.0
31,38,100,-90.0
31,58,102,-90.0
31,68,120,-90.0
31,79,128,-90.0
31,10,111,-90.0
31,10,114,-90.0
31,10,116,-90.0
33,35,114,-90.0
33,41,110,-90.0
33,20,123,-90.0
33,28,114,-90.0
10,41,121,-90.0
10,73,130,-90.0
34,37,93,-89.0
34,46,130,-89.0
34,66,125,-89.0
34,69,113,-89.0
34,70,138,-89.0
35,8,117,-89.0
35,28,131,-89.0
35,71,102,-89.0
36,37,108,-89.0
81,0,111,-89.0
38,64,138,-89.0
39,41,111,-89.0
39,8,112,-89.0
39,65,106,-89.0
40,54,101,-89.0
40,82,136,-89.0
40,71,97,-89.0
41,70,88,-89.0
42,25,117,-89.0
42,61,139,-89.0
11,44,123,-89.0
11,23,114,-89.0
43,71,124,-89.0
5,19,99,-89.0
12,54,88,-89.0
12,28,93,-89.0
12,10,89,-89.0
46,70,89,-89.0
14,44,101,-89.0
14,23,138,-89.0
47,15,105,-89.0
48,81,95,-89.0
48,63,137,-89.0
49,71,129,-89.0
16,19,91,-89.0
16,6,124,-89.0
17,15,102,-89.0
17,19,118,-89.0
17,20,101,-89.0
51,0,110,-89.0
51,3,141,-89.0
18,40,123,-89.0
53,6,109,-89.0
53,22,118,-89.0
7,29,108,-89.0
20,81,122,-89.0
20,61,102,-89.0
20,75,93,-89.0
54,35,136,-89.0
54,0,112,-89.0
55,81,106,-89.0
55,19,118,-89.0
22,35,136,-89.0
22,37,108,-89.0
22,54,97,-89.0
22,66,91,-89.0
22,75,131,-89.0
22,77,130,-89.0
56,35,110,-89.0
56,81,126,-89.0
56,28,139,-89.0
23,45,94,-89.0
23,64,107,-89.0
23,64,138,-89.0
23,67,98,-89.0
24,81,95,-89.0
24,81,115,-89.0
24,8,118,-89.0
24,82,100,-89.0
25,65,111,-89.0
57,6,106,-89.0
57,54,106,-89.0
57,75,112,-89.0
59,0,93,-89.0
59,3,123,-89.0
60,57,136,-89.0
60,63,111,-89.0
61,57,137,-89.0
61,60,121,-89.0
61,63,112,-89.0
61,70,114,-89.0
8,70,106,-89.0
27,43,99,-89.0
27,8,119,-89.0
82,81,130,-89.0
82,77,119,-89.0
28,0,87,-89.0
62,50,113,-89.0
62,61,94,-89.0
62,3,129,-89.0
63,46,95,-89.0
63,6,102,-89.0
63,20,115,-89.0
63,54,95,-89.0
63,28,106,-89.0
63,71,100,-89.0
63,71,118,-89.0
63,71,126,-89.0
64,67,90,-89.0
65,41,130,-89.0
65,75,114,-89.0
65,75,130,-89.0
66,50,89,-89.0
66,6,111,-89.0
66,75,125,-89.0
29,67,103,-89.0
29,79,90,-89.0
69,34,98,-89.0
69,41,131,-89.0
69,54,133,-89.0
69,57,93,-89.0
69,70,124,-89.0
69,84,131,-89.0
83,54,97,-89.0
83,71,91,-89.0
83,71,101,-89.0
83,76,98,-89.0
83,77,111,-89.0
72,61,129,-89.0
72,82,96,-89.0
72,63,92,-89.0
72,70,118,-89.0
72,75,125,-89.0
73,63,104,-89.0
73,70,105,-89.0
73,71,129,-89.0
74,46,127,-89.0
74,61,136,-89.0
74,70,114,-89.0
0,82,139,-89.0
75,26,98,-89.0
75,26,108,-89.0
76,60,139,-89.0
76,71,127,-89.0
76,75,89,-89.0
77,54,106,-89.0
77,71,135,-89.0
77,3,115,-89.0
78,35,125,-89.0
78,35,137,-89.0
78,49,101,-89.0
78,60,92,-89.0
78,28,122,-89.0
78,63,132,-89.0
1,54,94,-89.0
1,61,88,-89.0
1,61,105,-89.0
84,77,122,-89.0
2,14,104,-89.0
2,14,112,-89.0
2,52,108,-89.0
2,23,136,-89.0
2,58,104,-89.0
2,32,110,-89.0
85,41,116,-89.0
85,50,141,-89.0
85,54,93,-89.0
85,70,107,-89.0
86,41,91,-89.0
86,6,112,-89.0
86,26,92,-89.0
86,66,123,-89.0
30,35,123,-89.0
30,35,132,-89.0
30,35,140,-89.0
30,10,140,-89.0
31,52,124,-89.0
33,25,102,-89.0
33,28,92,-89.0
33,28,135,-89.0
33,4,131,-89.0
33,10,114,-89.0
9,29,107,-89.0
9,68,98,-89.0
9,32,114,-89.0
34,6,117,-88.0
34,75,122,-88.0
35,8,127,-88.0
35,70,124,-88.0
36,81,116,-88.0
36,3,87,-88.0
38,58,118,-88.0
38,64,109,-88.0
39,35,101,-88.0
39,63,112,-88.0
39,70,101,-88.0
39,84,121,-88.0
40,37,113,-88.0
42,46,124,-88.0
42,22,97,-88.0
11,67,128,-88.0
11,67,138,-88.0
43,46,134,-88.0
43,8,134,-88.0
5,81,106,-88.0
5,81,108,-88.0
5,37,135,-88.0
5,40,97,-88.0
5,50,94,-88.0
44,79,92,-88.0
12,37,118,-88.0
12,40,115,-88.0
12,50,130,-88.0
12,60,109,-88.0
45,52,107,-88.0
45,58,108,-88.0
45,79,119,-88.0
46,8,97,-88.0
46,70,139,-88.0
46,0,106,-88.0
13,81,114,-88.0
13,40,136,-88.0
13,41,123,-88.0
13,41,130,-88.0
13,43,101,-88.0
13,60,92,-88.0
13,61,140,-88.0
14,32,100,-88.0
47,81,131,-88.0
47,50,106,-88.0
48,46,100,-88.0
48,70,114,-88.0
48,70,136,-88.0
48,75,125,-88.0
49,19,97,-88.0
49,0,106,-88.0
15,75,109,-88.0
50,41,112,-88.0
50,8,110,-88.0
16,50,123,-88.0
16,6,89,-88.0
16,54,136,-88.0
17,37,118,-88.0
17,22,101,-88.0
17,57,115,-88.0
17,10,126,-88.0
51,22,93,-88.0
51,3,116,-88.0
18,50,93,-88.0
18,50,105,-88.0
18,60,92,-88.0
18,4,117,-88.0
52,10,110,-88.0
53,46,141,-88.0
53,19,99,-88.0
53,61,126,-88.0
53,3,127,-88.0
7,21,117,-88.0
7,64,131,-88.0
7,29,90,-88.0
7,29,134,-88.0
20,82,141,-88.0
20,28,139,-88.0
20,65,123,-88.0
21,32,133,-88.0
55,35,120,-88.0
55,6,140,-88.0
55,20,106,-88.0
55,22,97,-88.0
55,57,116,-88.0
55,3,99,-88.0
55,4,116,-88.0
55,10,116,-88.0
22,54,139,-88.0
22,76,97,-88.0
56,54,113,-88.0
56,25,106,-88.0
56,57,107,-88.0
56,28,108,-88.0
23,58,97,-88.0
23,58,108,-88.0
23,64,106,-88.0
23,31,122,-88.0
23,32,99,-88.0
23,32,134,-88.0
24,15,106,-88.0
24,6,87,-88.0
24,6,92,-88.0
24,60,108,-88.0
24,28,109,-88.0
25,41,136,-88.0
57,37,116,-88.0
57,46,117,-88.0
57,54,105,-88.0
57,8,95,-88.0
57,63,127,-88.0
57,69,131,-88.0
57,77,115,-88.0
59,35,89,-88.0
59,61,136,-88.0
60,66,91,-88.0
60,70,90,-88.0
60,75,112,-88.0
61,57,120,-88.0
61,8,100,-88.0
8,70,107,-88.0
27,28,88,-88.0
27,10,95,-88.0
82,19,123,-88.0
82,54,141,-88.0
62,60,105,-88.0
62,26,122,-88.0
62,28,129,-88.0
63,81,106,-88.0
63,6,110,-88.0
63,70,91,-88.0
63,75,98,-88.0
64,68,131,-88.0
65,35,125,-88.0
65,6,120,-88.0
65,82,100,-88.0
65,63,121,-88.0
65,83,94,-88.0
66,37,125,-88.0
66,20,131,-88.0
66,69,90,-88.0
66,70,123,-88.0
69,54,115,-88.0
69,63,123,-88.0
69,71,109,-88.0
69,75,124,-88.0
83,48,108,-88.0
83,54,114,-88.0
83,70,131,-88.0
83,75,138,-88.0
72,6,128,-88.0
72,74,128,-88.0
73,60,88,-88.0
73,70,119,-88.0
74,63,114,-88.0
74,63,118,-88.0
74,63,120,-88.0
74,75,133,-88.0
74,77,106,-88.0
75,81,94,-88.0
75,37,110,-88.0
75,8,96,-88.0
76,81,129,-88.0
77,70,139,-88.0
77,71,87,-88.0
78,81,132,-88.0
78,54,97,-88.0
78,54,125,-88.0
78,60,129,-88.0
78,70,131,-88.0
78,70,136,-88.0
78,74,115,-88.0
78,75,94,-88.0
78,75,118,-88.0
1,41,89,-88.0
1,6,133,-88.0
84,35,98,-88.0
84,81,116,-88.0
84,57,105,-88.0
84,66,120,-88.0
84,71,99,-88.0
2,11,109,-88.0
2,64,108,-88.0
86,35,107,-88.0
86,35,136,-88.0
30,8,127,-88.0
30,0,132,-88.0
32,64,122,-88.0
9,64,131,-88.0
9,10,118,-88.0
34,37,88,-87.0
34,49,88,-87.0
34,54,114,-87.0
34,60,132,-87.0
34,63,111,-87.0
34,75,129,-87.0
34,75,138,-87.0
35,19,127,-87.0
35,70,98,-87.0
35,70,107,-87.0
35,71,93,-87.0
36,25,123,-87.0
36,60,132,-87.0
36,0,99,-87.0
36,0,124,-87.0
81,0,131,-87.0
37,26,137,-87.0
37,0,137,-87.0
39,6,126,-87.0
39,60,104,-87.0
39,82,130,-87.0
40,63,132,-87.0
40,70,92,-87.0
40,75,129,-87.0
41,60,136,-87.0
42,43,140,-87.0
42,19,102,-87.0
11,14,130,-87.0
43,54,136,-87.0
43,75,124,-87.0
5,15,134,-87.0
5,54,109,-87.0
5,26,118,-87.0
5,8,113,-87.0
12,60,127,-87.0
12,0,107,-87.0
12,10,136,-87.0
12,10,141,-87.0
45,67,134,-87.0
46,81,107,-87.0
46,0,117,-87.0
13,46,120,-87.0
13,60,109,-87.0
13,60,124,-87.0
13,61,110,-87.0
13,61,116,-87.0
14,44,91,-87.0
14,44,126,-87.0
14,44,140,-87.0
14,52,115,-87.0
14,67,108,-87.0
48,22,117,-87.0
48,70,124,-87.0
49,37,136,-87.0
49,70,136,-87.0
49,71,105,-87.0
49,0,111,-87.0
49,0,136,-87.0
15,75,97,-87.0
50,54,131,-87.0
16,35,96,-87.0
16,37,123,-87.0
17,37,88,-87.0
17,57,118,-87.0
17,60,134,-87.0
17,61,131,-87.0
51,8,114,-87.0
18,3,101,-87.0
18,3,118,-87.0
19,0,135,-87.0
53,81,126,-87.0
53,81,140,-87.0
53,40,123,-87.0
53,50,141,-87.0
53,54,106,-87.0
53,0,108,-87.0
7,11,133,-87.0
20,35,89,-87.0
20,46,107,-87.0
20,49,116,-87.0
20,71,118,-87.0
20,76,98,-87.0
21,64,134,-87.0
54,70,125,-87.0
54,0,99,-87.0
55,81,97,-87.0
55,22,127,-87.0
55,57,107,-87.0
55,8,87,-87.0
55,4,114,-87.0
22,19,116,-87.0
22,6,140,-87.0
56,34,113,-87.0
56,81,127,-87.0
56,50,118,-87.0
56,6,89,-87.0
56,61,98,-87.0
23,52,108,-87.0
23,52,116,-87.0
24,54,97,-87.0
24,22,129,-87.0
24,57,92,-87.0
25,6,136,-87.0
25,85,134,-87.0
57,70,90,-87.0
57,77,111,-87.0
59,60,136,-87.0
60,81,127,-87.0
60,46,137,-87.0
60,22,126,-87.0
60,69,90,-87.0
60,83,112,-87.0
60,71,91,-87.0
26,0,113,-87.0
8,70,110,-87.0
8,0,95,-87.0
27,81,131,-87.0
27,37,91,-87.0
27,28,140,-87.0
27,3,101,-87.0
82,25,120,-87.0
28,8,105,-87.0
28,0,127,-87.0
63,22,111,-87.0
64,67,96,-87.0
65,41,117,-87.0
65,71,125,-87.0
66,46,103,-87.0
66,0,93,-87.0
29,44,102,-87.0
29,67,101,-87.0
69,34,93,-87.0
69,48,137,-87.0
83,37,133,-87.0
83,54,88,-87.0
83,77,88,-87.0
83,77,104,-87.0
83,84,134,-87.0
71,70,136,-87.0
72,28,110,-87.0
72,63,102,-87.0
72,75,94,-87.0
73,60,136,-87.0
73,66,129,-87.0
73,70,98,-87.0
74,54,120,-87.0
74,57,99,-87.0
74,8,127,-87.0
74,8,129,-87.0
0,34,133,-87.0
0,65,112,-87.0
0,76,113,-87.0
0,85,131,-87.0
75,46,99,-87.0
75,54,97,-87.0
76,60,107,-87.0
76,65,116,-87.0
76,71,97,-87.0
77,49,118,-87.0
77,70,91,-87.0
78,28,101,-87.0
78,70,90,-87.0
78,76,138,-87.0
1,37,124,-87.0
1,43,132,-87.0
1,6,140,-87.0
1,20,139,-87.0
1,54,114,-87.0
1,61,136,-87.0
84,60,111,-87.0
84,26,108,-87.0
84,74,118,-87.0
2,11,136,-87.0
2,64,110,-87.0
2,68,104,-87.0
2,9,88,-87.0
85,77,108,-87.0
86,66,103,-87.0
30,25,124,-87.0
30,28,102,-87.0
31,68,97,-87.0
9,38,105,-87.0
9,23,108,-87.0
10,63,130,-87.0
34,28,108,-86.0
34,69,132,-86.0
34,83,117,-86.0
34,77,136,-86.0
35,28,139,-86.0
36,43,88,-86.0
36,60,100,-86.0
36,3,109,-86.0
37,70,87,-86.0
37,0,87,-86.0
37,0,95,-86.0
38,52,118,-86.0
39,8,103,-86.0
39,70,104,-86.0
39,76,113,-86.0
39,77,113,-86.0
40,61,106,-86.0
41,60,91,-86.0
41,60,103,-86.0
41,8,119,-86.0
42,43,109,-86.0
42,6,107,-86.0
42,28,114,-86.0
11,39,126,-86.0
11,52,99,-86.0
11,67,135,-86.0
11,32,122,-86.0
43,76,97,-86.0
43,76,136,-86.0
5,20,92,-86.0
44,10,97,-86.0
12,35,113,-86.0
12,41,120,-86.0
12,46,126,-86.0
12,25,124,-86.0
12,3,96,-86.0
45,58,128,-86.0
46,37,93,-86.0
46,70,103,-86.0
13,41,102,-86.0
13,6,124,-86.0
13,22,130,-86.0
13,61,125,-86.0
14,38,108,-86.0
14,44,108,-86.0
47,57,104,-86.0
47,28,113,-86.0
48,81,133,-86.0
48,43,90,-86.0
48,19,95,-86.0
48,25,87,-86.0
48,63,90,-86.0
48,83,95,-86.0
48,3,118,-86.0
49,37,134,-86.0
16,34,136,-86.0
16,81,114,-86.0
16,48,123,-86.0
16,6,125,-86.0
16,4,88,-86.0
17,6,99,-86.0
17,6,129,-86.0
17,20,88,-86.0
17,57,96,-86.0
17,28,115,-86.0
51,10,97,-86.0
18,40,114,-86.0
18,43,97,-86.0
18,6,89,-86.0
53,35,129,-86.0
53,81,130,-86.0
53,43,97,-86.0
7,23,108,-86.0
7,31,122,-86.0
7,32,114,-86.0
7,9,97,-86.0
20,75,134,-86.0
20,76,136,-86.0
20,85,92,-86.0
21,45,132,-86.0
21,64,131,-86.0
21,29,95,-86.0
54,6,140,-86.0
55,34,114,-86.0
55,28,131,-86.0
56,15,99,-86.0
56,3,110,-86.0
56,10,109,-86.0
24,8,115,-86.0
57,37,111,-86.0
57,20,112,-86.0
57,63,102,-86.0
57,0,110,-86.0
57,75,136,-86.0
59,35,88,-86.0
59,28,116,-86.0
59,0,104,-86.0
60,70,100,-86.0
60,3,93,-86.0
61,6,97,-86.0
61,8,137,-86.0
26,0,107,-86.0
27,35,113,-86.0
27,81,126,-86.0
27,54,101,-86.0
27,25,108,-86.0
27,61,88,-86.0
27,8,115,-86.0
82,70,140,-86.0
82,77,88,-86.0
28,26,122,-86.0
28,71,122,-86.0
62,6,110,-86.0
63,81,97,-86.0
63,54,96,-86.0
63,25,133,-86.0
63,28,123,-86.0
63,70,106,-86.0
64,68,107,-86.0
64,68,119,-86.0
65,81,98,-86.0
65,37,107,-86.0
65,48,133,-86.0
65,66,88,-86.0
66,81,118,-86.0
66,25,126,-86.0
66,69,108,-86.0
66,69,124,-86.0
66,70,118,-86.0
66,71,116,-86.0
29,38,100,-86.0
29,44,111,-86.0
29,79,113,-86.0
69,41,102,-86.0
69,49,133,-86.0
69,66,130,-86.0
69,74,87,-86.0
69,84,115,-86.0
83,26,88,-86.0
83,26,116,-86.0
83,65,127,-86.0
72,35,97,-86.0
72,46,107,-86.0
72,19,128,-86.0
72,28,98,-86.0
72,84,130,-86.0
73,35,129,-86.0
73,6,141,-86.0
74,70,108,-86.0
74,70,140,-86.0
0,73,93,-86.0
75,81,135,-86.0
75,28,96,-86.0
76,37,139,-86.0
76,54,114,-86.0
76,63,119,-86.0
76,70,114,-86.0
77,35,100,-86.0
77,49,132,-86.0
77,54,119,-86.0
77,70,106,-86.0
77,71,115,-86.0
77,75,118,-86.0
77,3,137,-86.0
78,49,113,-86.0
78,49,118,-86.0
78,49,123,-86.0
78,6,128,-86.0
78,54,117,-86.0
78,54,119,-86.0
1,46,116,-86.0
1,48,98,-86.0
1,57,125,-86.0
1,57,126,-86.0
1,28,101,-86.0
84,46,125,-86.0
84,60,114,-86.0
84,65,137,-86.0
85,6,125,-86.0
85,83,130,-86.0
85,75,97,-86.0
86,19,94,-86.0
86,54,123,-86.0
86,82,109,-86.0
86,74,134,-86.0
86,75,132,-86.0
30,81,95,-86.0
30,81,116,-86.0
30,19,114,-86.0
30,4,95,-86.0
31,44,91,-86.0
31,52,115,-86.0
31,52,119,-86.0
31,58,125,-86.0
33,81,100,-86.0
33,25,116,-86.0
33,60,106,-86.0
33,61,112,-86.0
33,26,106,-86.0
33,82,123,-86.0
9,45,98,-86.0
9,32,122,-86.0
10,37,116,-86.0
10,46,139,-86.0
34,19,129,-85.0
34,6,98,-85.0
34,66,141,-85.0
34,69,125,-85.0
34,83,119,-85.0
35,19,104,-85.0
35,19,118,-85.0
36,81,120,-85.0
36,19,102,-85.0
36,54,115,-85.0
36,54,127,-85.0
36,25,110,-85.0
36,61,132,-85.0
39,81,112,-85.0
39,48,106,-85.0
39,28,96,-85.0
39,28,118,-85.0
39,66,124,-85.0
40,81,123,-85.0
40,41,123,-85.0
40,57,97,-85.0
40,74,118,-85.0
40,75,132,-85.0
41,26,100,-85.0
11,67,97,-85.0
11,79,107,-85.0
43,34,126,-85.0
43,81,139,-85.0
43,61,106,-85.0
43,75,95,-85.0
43,75,113,-85.0
43,75,131,-85.0
5,40,118,-85.0
12,48,88,-85.0
12,20,124,-85.0
12,60,101,-85.0
12,28,115,-85.0
12,3,115,-85.0
12,4,131,-85.0
46,35,129,-85.0
46,71,114,-85.0
13,81,113,-85.0
13,37,118,-85.0
13,46,101,-85.0
13,50,129,-85.0
13,6,137,-85.0
13,4,95,-85.0
14,64,123,-85.0
14,64,135,-85.0
47,8,116,-85.0
48,19,91,-85.0
48,63,95,-85.0
48,63,111,-85.0
48,83,133,-85.0
49,28,88,-85.0
49,28,111,-85.0
15,28,128,-85.0
15,70,128,-85.0
50,41,134,-85.0
50,49,103,-85.0
50,54,125,-85.0
17,37,87,-85.0
17,25,101,-85.0
17,61,115,-85.0
18,19,91,-85.0
18,57,92,-85.0
18,4,101,-85.0
53,35,123,-85.0
53,6,107,-85.0
53,3,130,-85.0
7,11,106,-85.0
7,64,106,-85.0
7,29,101,-85.0
7,32,99,-85.0
20,35,132,-85.0
20,35,136,-85.0
20,46,106,-85.0
20,46,130,-85.0
20,61,98,-85.0
20,28,113,-85.0
20,75,107,-85.0
21,58,114,-85.0
21,64,103,-85.0
21,29,113,-85.0
54,49,109,-85.0
54,49,129,-85.0
54,49,136,-85.0
55,35,116,-85.0
55,50,105,-85.0
55,50,125,-85.0
22,81,97,-85.0
22,28,119,-85.0
22,70,117,-85.0
22,75,90,-85.0
22,75,139,-85.0
22,84,92,-85.0
23,38,106,-85.0
23,45,97,-85.0
23,67,88,-85.0
24,34,118,-85.0
25,57,93,-85.0
25,57,99,-85.0
25,57,108,-85.0
25,70,108,-85.0
25,70,126,-85.0
57,63,123,-85.0
57,66,118,-85.0
57,69,90,-85.0
57,69,118,-85.0
57,75,97,-85.0
58,79,113,-85.0
60,43,116,-85.0
60,20,102,-85.0
60,63,100,-85.0
60,83,136,-85.0
60,70,110,-85.0
61,35,104,-85.0
61,8,97,-85.0
61,83,88,-85.0
61,77,129,-85.0
26,6,89,-85.0
8,0,97,-85.0
27,81,92,-85.0
82,35,136,-85.0
82,54,107,-85.0
82,54,140,-85.0
82,63,119,-85.0
28,6,112,-85.0
28,71,99,-85.0
28,71,130,-85.0
62,6,99,-85.0
63,46,89,-85.0
63,49,137,-85.0
63,20,131,-85.0
63,8,137,-85.0
63,83,110,-85.0
63,83,116,-85.0
63,70,102,-85.0
65,35,91,-85.0
65,35,118,-85.0
65,19,100,-85.0
65,54,121,-85.0
66,35,91,-85.0
66,25,97,-85.0
29,64,107,-85.0
29,68,128,-85.0
69,48,127,-85.0
69,8,93,-85.0
69,77,119,-85.0
83,19,88,-85.0
83,70,134,-85.0
83,71,129,-85.0
83,74,107,-85.0
83,74,133,-85.0
83,75,100,-85.0
83,77,118,-85.0
71,70,89,-85.0
72,26,118,-85.0
72,75,134,-85.0
72,85,92,-85.0
73,65,119,-85.0
74,54,127,-85.0
74,60,114,-85.0
74,63,139,-85.0
0,61,111,-85.0
75,46,109,-85.0
75,49,108,-85.0
75,71,129,-85.0
75,71,135,-85.0
76,34,136,-85.0
76,54,108,-85.0
76,70,122,-85.0
76,75,139,-85.0
77,49,127,-85.0
77,19,131,-85.0
77,54,96,-85.0
77,25,112,-85.0
77,3,87,-85.0
78,34,113,-85.0
78,49,137,-85.0
78,54,114,-85.0
78,57,141,-85.0
78,26,136,-85.0
78,71,109,-85.0
78,71,132,-85.0
78,71,134,-85.0
78,74,132,-85.0
78,76,110,-85.0
1,46,118,-85.0
1,48,101,-85.0
1,6,105,-85.0
1,28,92,-85.0
1,28,106,-85.0
1,4,88,-85.0
84,57,108,-85.0
84,63,98,-85.0
84,63,136,-85.0
84,70,116,-85.0
84,75,110,-85.0
2,11,100,-85.0
2,52,107,-85.0
2,7,94,-85.0
2,7,109,-85.0
2,79,134,-85.0
2,31,101,-85.0
2,9,123,-85.0
2,10,92,-85.0
85,75,125,-85.0
86,8,111,-85.0
86,63,91,-85.0
86,63,106,-85.0
86,85,98,-85.0
30,81,108,-85.0
30,40,88,-85.0
30,43,99,-85.0
30,6,102,-85.0
30,54,110,-85.0
30,25,97,-85.0
30,4,114,-85.0
30,10,120,-85.0
31,44,106,-85.0
31,64,128,-85.0
31,64,139,-85.0
31,32,123,-85.0
33,10,106,-85.0
9,44,122,-85.0
9,14,136,-85.0
9,68,107,-85.0
9,10,96,-85.0
10,71,110,-85.0
10,75,141,-85.0
34,81,100,-84.0
34,82,88,-84.0
34,69,119,-84.0
34,83,122,-84.0
34,70,111,-84.0
35,28,95,-84.0
35,71,125,-84.0
36,34,119,-84.0
36,37,91,-84.0
36,4,116,-84.0
81,70,137,-84.0
37,28,101,-84.0
37,70,88,-84.0
37,0,106,-84.0
39,6,91,-84.0
39,57,98,-84.0
39,28,97,-84.0
39,70,129,-84.0
40,35,123,-84.0
40,81,127,-84.0
40,19,133,-84.0
40,28,101,-84.0
41,35,140,-84.0
41,66,105,-84.0
41,70,133,-84.0
42,54,101,-84.0
11,67,100,-84.0
11,29,122,-84.0
43,19,136,-84.0
43,28,136,-84.0
43,71,116,-84.0
43,75,132,-84.0
43,76,137,-84.0
5,82,97,-84.0
12,43,114,-84.0
12,54,94,-84.0
12,25,101,-84.0
12,82,118,-84.0
46,37,115,-84.0
46,19,103,-84.0
13,43,107,-84.0
13,54,101,-84.0
14,44,131,-84.0
14,23,106,-84.0
14,64,103,-84.0
14,64,110,-84.0
14,79,113,-84.0
47,43,99,-84.0
47,46,97,-84.0
47,22,118,-84.0
47,25,106,-84.0
48,19,132,-84.0
48,6,126,-84.0
49,35,88,-84.0
49,0,125,-84.0
15,35,136,-84.0
15,28,92,-84.0
